Date	          rtn	        vwretd  	ewretd  	sprtrn
19740403	0.022436	0.008366	0.002215	0.010498
19740404	0.003657	-0.000357	-0.000441	0.000000
19740405	-0.027590	-0.013580	-0.006547	-0.013993
19740408	-0.011777	-0.010254	-0.008469	-0.010537
19740409	0.009751	0.005003	0.000183	0.006302
19740410	-0.011803	-0.002038	-0.000323	-0.002268
19740411	-0.003257	-0.002509	-0.001113	-0.003030
19740415	0.004357	-0.001369	-0.001545	-0.000760
19740416	0.016269	0.015837	0.006903	0.017490
19740417	0.000000	0.006991	0.004453	0.007474
19740418	0.003202	0.003926	0.002735	0.004451
19740419	-0.014362	-0.009910	-0.004316	-0.010867
19740422	-0.004857	-0.003770	-0.003889	-0.003947
19740423	-0.014100	-0.017955	-0.015613	-0.016813
19740424	-0.015952	-0.017294	-0.012796	-0.016447
19740425	-0.008944	-0.009601	-0.012051	-0.008084
19740426	0.017484	0.006180	0.002298	0.006810
19740429	-0.004435	-0.000224	-0.000925	-0.001996
19740430	0.012249	0.003318	0.000788	0.003444
19740501	0.012101	0.019514	0.008703	0.021149
19740502	-0.002717	-0.000599	0.001541	-0.001410
19740503	-0.013624	-0.008007	-0.004012	-0.008687
19740506	-0.008840	-0.001569	-0.003483	-0.001862
19740507	0.017280	0.001069	-0.001110	0.003731
19740508	-0.003704	-0.000043	-0.002464	0.001968
19740509	0.019912	0.011203	0.002658	0.014404
19740510	-0.028200	-0.015680	-0.007172	-0.016028
19740513	-0.011161	-0.009810	-0.010414	-0.008855
19740514	0.006772	-0.000037	-0.002781	0.000331
19740515	-0.002803	-0.002324	-0.004282	-0.002646
19740516	-0.010680	-0.006574	-0.002778	-0.008071
19740517	-0.007955	-0.017504	-0.013636	-0.016830
19740520	0.000000	-0.004649	-0.006026	-0.003968
19740521	-0.003436	0.000040	-0.005652	0.000569
19740522	-0.006322	-0.009446	-0.007929	-0.009328
19740523	0.000578	0.000350	-0.007237	0.002296
19740524	0.011561	0.015121	0.009177	0.014778
19740528	-0.008000	-0.001412	-0.001938	-0.002371
19740529	-0.029378	-0.015601	-0.010601	-0.016748
19740530	0.018398	0.005309	-0.000822	0.006215
19740531	-0.009324	-0.001081	0.000743	-0.001716
19740603	0.030588	0.018492	0.008045	0.020852
19740604	0.006849	0.012781	0.011325	0.011672
19740605	-0.000567	0.002713	0.004967	0.001886
19740606	0.032331	0.017164	0.008707	0.018270
19740607	0.007692	0.007358	0.010148	0.006416
19740610	0.004362	0.006004	0.003321	0.005943
19740611	-0.016287	-0.008255	-0.003875	-0.008808
19740612	-0.007726	-0.004046	-0.005314	-0.002384
19740613	0.012236	0.002217	0.000217	0.003041
19740614	-0.020879	-0.010101	-0.004926	-0.011263
19740617	-0.017957	-0.013143	-0.007582	-0.013801
19740618	-0.012571	-0.006435	-0.006109	-0.006553
19740619	0.002315	-0.007202	-0.006018	-0.006819
19740620	-0.012702	-0.008238	-0.006235	-0.007091
19740621	-0.003509	-0.009337	-0.007367	-0.008502
19740624	0.012911	0.000891	-0.003845	0.002630
19740625	0.026651	0.012741	0.003669	0.014711
19740626	-0.023702	-0.015208	-0.009283	-0.014722
19740627	-0.019653	-0.015343	-0.013767	-0.015513
19740628	0.003538	-0.005334	-0.006822	-0.003592
19740701	0.000000	-0.001374	-0.005048	0.000233
19740702	-0.005875	-0.020681	-0.015174	-0.019995
19740703	-0.007092	-0.001600	-0.005409	-0.000593
19740705	-0.020238	-0.004734	-0.001706	-0.007003
19740708	-0.032807	-0.031203	-0.027409	-0.030720
19740709	0.013819	0.002107	-0.004465	0.004809
19740710	-0.019827	-0.016414	-0.010043	-0.018287
19740711	0.005057	-0.001078	-0.004006	-0.001250
19740712	0.081761	0.039930	0.025698	0.040806
19740715	0.018605	0.008075	0.007739	0.007577
19740716	-0.023973	-0.009927	-0.003579	-0.011578
19740717	0.018713	0.011180	0.005953	0.010747
19740718	-0.003444	0.002519	0.007209	0.000956
19740719	0.003456	-0.000649	0.001719	-0.002865
19740722	0.009759	0.003399	0.000922	0.003232
19740723	0.010802	0.010821	0.009046	0.010023
19740724	-0.005624	0.003993	0.004511	0.004017
19740725	-0.028281	-0.011400	-0.002010	-0.011884
19740726	-0.039581	-0.016720	-0.005327	-0.018814
19740729	-0.015758	-0.017642	-0.011560	-0.017718
19740730	0.022167	-0.005424	-0.005948	-0.005436
19740731	-0.028313	-0.014631	-0.007179	-0.014783
19740801	0.000620	-0.006564	-0.004713	-0.007061
19740802	-0.004957	-0.002231	-0.002934	-0.002032
19740805	0.017435	0.008702	0.002201	0.008907
19740806	0.022032	0.015615	0.009392	0.015513
19740807	0.028743	0.024621	0.011825	0.026453
19740808	-0.022119	-0.011444	0.004697	-0.013067
19740809	0.000000	-0.006243	0.001732	-0.008704
19740812	-0.026379	-0.011195	-0.003951	-0.013727
19740813	-0.003695	-0.015999	-0.009600	-0.015799
19740814	-0.011125	-0.021599	-0.013545	-0.022423
19740815	0.000000	-0.005617	-0.005303	-0.005604
19740816	-0.007500	-0.007925	-0.003019	-0.008257
19740819	-0.008816	-0.014170	-0.012090	-0.014537
19740820	0.015248	0.004267	-0.000892	0.005096
19740821	-0.038798	-0.017376	-0.009078	-0.019213
19740822	0.003906	-0.011336	-0.013155	-0.009659
19740823	-0.014267	-0.015874	-0.010511	-0.017170
19740826	0.018421	0.007135	-0.005231	0.008526
19740827	-0.007752	-0.015367	-0.011319	-0.016907
19740828	-0.003906	-0.003022	-0.006428	-0.002537
19740829	-0.013072	-0.012301	-0.015430	-0.010882
19740830	0.017219	0.028001	0.013757	0.030862
19740903	-0.044271	-0.021353	-0.009993	-0.022592
19740904	-0.019074	-0.026580	-0.022995	-0.025950
19740905	0.012500	0.029309	0.009358	0.031737
19740906	-0.017833	0.007741	0.008030	0.007761
19740909	-0.033520	-0.022575	-0.012812	-0.023803
19740910	-0.008671	-0.007687	-0.010172	-0.006885
19740911	-0.037172	-0.008674	-0.007495	-0.009965
19740912	-0.052233	-0.025519	-0.020521	-0.026842
19740913	-0.028754	-0.021260	-0.014188	-0.022635
19740916	0.050164	0.014425	-0.002194	0.016258
19740917	0.014096	0.016938	0.011790	0.016903
19740918	0.028571	0.004085	0.000599	0.005046
19740919	0.024024	0.033774	0.022223	0.034997
19740920	0.005865	0.003634	0.009069	0.000713
19740923	-0.013120	-0.007073	0.002480	-0.010265
19740924	-0.014771	-0.018039	-0.007226	-0.020167
19740925	-0.010495	-0.003682	0.004346	-0.006616
19740926	-0.006061	-0.016316	-0.008435	-0.016427
19740927	-0.019055	-0.020732	-0.007744	-0.022871
19740930	-0.011655	-0.023239	-0.016188	-0.021558
19741001	0.007862	-0.002261	-0.004806	-0.002361
19741002	-0.004680	0.001464	0.002978	-0.000158
19741003	-0.010972	-0.016401	-0.008983	-0.017356
19741004	-0.009509	0.001114	0.000167	0.000963
19741007	0.050400	0.037611	0.018698	0.041867
19741008	-0.012947	-0.001088	0.006439	-0.001694
19741009	0.061728	0.042640	0.016847	0.045959
19741010	0.023983	0.029514	0.023159	0.029047
19741011	0.010646	0.019873	0.016357	0.019344
19741014	0.005618	0.022934	0.018116	0.022491
19741015	-0.009777	-0.015934	-0.005263	-0.017872
19741016	-0.000705	-0.013413	-0.003974	-0.015538
19741017	0.016231	0.010779	0.004026	0.011944
19741018	0.023611	0.013884	0.007277	0.015596
19741021	0.044776	0.016583	0.005304	0.016879
19741022	-0.024675	-0.002534	0.002912	-0.005034
19741023	-0.030626	-0.024916	-0.010497	-0.028716
19741024	-0.004121	-0.011928	-0.010459	-0.011404
19741025	-0.022069	-0.000275	0.000176	-0.001424
19741028	0.019746	-0.000749	-0.004605	-0.000428
19741029	0.060858	0.034049	0.008553	0.039093
19741030	0.006519	0.019618	0.007876	0.020321
19741031	-0.020078	-0.002929	0.001565	-0.005517
19741101	0.012558	0.000038	0.001194	-0.000271
19741104	-0.010444	-0.009153	-0.005960	-0.010828
19741105	0.033641	0.025064	0.008333	0.027778
19741106	-0.052967	-0.001118	0.003327	-0.004793
19741107	0.017663	0.007415	0.003857	0.006154
19741108	0.017356	-0.002019	0.003629	-0.003989
19741111	-0.002625	0.003418	0.002712	0.003204
19741112	-0.026316	-0.019253	-0.009664	-0.019694
19741113	-0.001351	-0.004897	-0.005161	-0.004344
19741114	-0.014208	-0.002434	-0.002907	-0.003954
19741115	-0.010295	-0.013109	-0.004140	-0.015740
19741118	-0.035368	-0.034982	-0.022695	-0.036713
19741119	-0.025162	-0.016558	-0.015267	-0.015447
19741120	-0.005900	-0.004192	-0.005367	-0.004399
19741121	0.017804	0.005054	-0.001192	0.004124
19741122	-0.005831	0.010843	0.004675	0.010560
19741125	0.020528	-0.001263	-0.005561	-0.001016
19741126	0.017241	0.008938	0.001171	0.009298
19741127	0.007062	0.006957	0.002539	0.006766
19741129	-0.005610	0.000910	-0.000436	0.000429
19741202	-0.036671	-0.024421	-0.016852	-0.026583
19741203	-0.015373	-0.014551	-0.015668	-0.013801
19741204	0.009665	0.002237	-0.005431	0.003573
19741205	-0.020619	-0.018961	-0.012873	-0.018988
19741206	-0.010526	-0.017154	-0.014869	-0.016936
19741209	0.024316	0.005497	-0.010921	0.009076
19741210	0.020772	0.022672	0.004292	0.025610
19741211	-0.001453	0.006389	0.002593	0.005797
19741212	-0.013100	-0.002837	-0.004729	-0.003251
19741213	-0.013274	-0.005051	-0.004248	-0.005634
19741216	-0.011958	-0.008661	-0.008462	-0.009095
19741217	0.038578	0.013337	-0.003490	0.016852
19741218	-0.009468	0.004909	0.004184	0.004735
19741219	-0.005882	-0.003132	-0.001328	-0.003682
19741220	0.002959	-0.010933	-0.004987	-0.010939
19741223	-0.022124	-0.014125	-0.011297	-0.014198
19741224	0.009804	0.013099	0.006224	0.013948
19741226	-0.014190	0.008784	0.005536	0.008373
19741227	-0.016667	-0.003912	-0.001117	-0.004448
19741230	0.012327	-0.000535	-0.006387	0.000298
19741231	0.022831	0.021875	0.029010	0.020846
19750102	0.005208	0.025240	0.035282	0.024358
19750103	-0.008142	0.008059	0.017326	0.006835
19750106	-0.005224	0.007840	0.020724	0.005091
19750107	-0.005251	0.000437	0.015438	-0.000704
19750108	-0.015083	-0.010596	0.006839	-0.013799
19750109	0.032159	0.016434	0.011259	0.016134
19750110	0.016320	0.021184	0.027405	0.020233
19750113	-0.011679	-0.003292	0.011101	-0.004132
19750114	-0.005908	-0.007660	0.002738	-0.008712
19750115	-0.028232	0.006939	0.006539	0.006417
19750116	-0.016820	0.001562	0.008325	-0.001248
19750117	-0.016330	-0.012088	-0.001102	-0.015128
19750120	0.011858	0.000560	-0.000310	0.001691
19750121	-0.002344	-0.003720	0.002775	-0.005346
19750122	0.024276	0.011075	0.004941	0.014710
19750123	-0.003058	0.005461	0.009943	0.004600
19750124	-0.000767	0.012639	0.013616	0.012627
19750127        0.0000		0.033293	0.027725	0.032749
19750128	0.103607	0.004716	0.016105	0.008757
19750129	0.041725	0.014972	0.015332	0.016178
19750130	-0.023364	-0.010980	0.003323	-0.013590
19750131	0.029392	0.009959	0.011788	0.010104
19750203	0.025232	0.012399	0.015036	0.010912
19750204	-0.006477	-0.003060	-0.001716	-0.002699
19750205	0.042373	0.016428	0.010029	0.017266
19750206	-0.011882	-0.001054	0.006030	-0.004940
19750207	0.008291	-0.000318	-0.001498	0.000891
19750210	0.005060	-0.002860	-0.000730	-0.003434
19750211	0.015104	0.001760	-0.001369	0.002808
19750212	0.042777	0.015512	0.007784	0.017053
19750213	0.024970	0.013534	0.011723	0.013639
19750214	0.021462	0.005419	0.004167	0.006049
19750218	-0.036911	-0.006821	-0.001331	-0.006994
19750219	0.027123	0.005054	0.000880	0.006302
19750220	0.000000	0.009380	0.005253	0.009455
19750221	0.002296	0.004667	0.005306	0.004987
19750224	-0.028637	-0.012446	-0.004697	-0.014282
19750225	-0.021226	-0.022030	-0.014203	-0.023453
19750226	0.021687	0.008497	0.004332	0.010562
19750227	0.001179	0.005101	0.005468	0.004977
19750228	0.015312	0.008502	0.006107	0.010152
19750303	0.020882	0.016929	0.011748	0.017649
19750304	-0.025000	0.006875	0.005615	0.006383
19750305	0.004079	-0.007478	-0.001223	-0.007899
19750306	0.017992	0.008709	0.007114	0.009530
19750307	-0.010262	0.007421	0.010705	0.007289
19750310	0.011521	0.007545	0.011842	0.007711
19750311	-0.018223	-0.004783	0.006492	-0.006945
19750312	-0.011601	-0.008825	-0.002829	-0.009128
19750313	0.018779	0.002737	0.005226	0.001794
19750314	-0.006912	0.013471	0.018124	0.012181
19750317	0.015081	0.014040	0.015137	0.014748
19750318	-0.018286	-0.008657	-0.001510	-0.010231
19750319	-0.001164	-0.008402	-0.004705	-0.009280
19750320	-0.023310	-0.006604	0.000890	-0.008655
19750321	-0.001790	-0.001811	-0.000746	-0.002631
19750324	-0.021518	-0.022471	-0.017242	-0.023624
19750325	0.026268	0.006013	-0.000613	0.007860
19750326	-0.000595	0.017614	0.013630	0.018645
19750327	-0.011316	0.003756	0.005192	0.003110
19750331	-0.004217	-0.005258	-0.000109	-0.005844
19750401	-0.002420	-0.007779	-0.006207	-0.008637
19750402	-0.011522	-0.001893	-0.000498	-0.002541
19750403	-0.028221	-0.010225	-0.002903	-0.011161
19750404	0.000000	-0.005813	-0.002390	-0.007729
19750407	-0.000631	-0.006551	-0.005180	-0.006553
19750408	0.018320	0.006214	0.000327	0.007965
19750409	0.039702	0.020003	0.007883	0.022842
19750410	-0.006563	0.010127	0.006863	0.011226
19750411	-0.015015	0.005914	0.006096	0.004894
19750414	0.021951	0.015667	0.008322	0.016869
19750415	0.000000	0.006944	0.004010	0.008178
19750416	0.015513	0.004216	0.003148	0.003476
19750417	-0.001175	0.007672	0.007670	0.007506
19750418	-0.014706	-0.008819	0.000424	-0.010888
19750421	0.020896	0.010909	0.008009	0.010776
19750422	-0.008772	-0.002391	-0.001211	-0.001605
19750423	-0.018289	-0.010226	-0.005256	-0.011138
19750424	-0.005409	-0.000239	0.000962	-0.000929
19750425	-0.004230	0.007182	0.006144	0.006741
19750428	-0.016990	-0.003480	0.000029	-0.004502
19750429	-0.001235	-0.007264	-0.005966	-0.006842
19750430	0.037701	0.016260	0.003571	0.019383
19750501	-0.002978	0.008524	0.005598	0.009164
19750502	-0.007766	0.012518	0.007088	0.012713
19750505	0.029500	0.009584	0.005955	0.009639
19750506	-0.018713	-0.012183	-0.003985	-0.015986
19750507	0.012515	0.004790	0.004411	0.004964
19750508	-0.005297	0.007323	0.008106	0.005388
19750509	0.022646	0.011380	0.010964	0.010831
19750512	0.006993	0.000438	0.004434	0.000884
19750513	0.034722	0.008047	0.003733	0.010705
19750514	0.000000	0.007529	0.005473	0.007534
19750515	-0.026846	-0.007242	0.001528	-0.009320
19750516	-0.004023	-0.009142	-0.002099	-0.010721
19750519	0.010964	0.000910	0.000119	0.001106
19750520	-0.013699	-0.003699	0.001408	-0.005081
19750521	-0.015046	-0.010796	-0.006528	-0.011214
19750522	0.005875	0.003989	0.003183	0.003705
19750523	0.022780	0.013186	0.008638	0.013312
19750527	-0.012564	-0.000607	0.002245	-0.002650
19750528	-0.012724	-0.006392	-0.001653	-0.006974
19750529	-0.004101	0.000108	0.001622	-0.000334
19750530	0.011765	0.016440	0.014080	0.016392
19750602	0.013953	0.014271	0.011187	0.015688
19750603	0.002294	0.003458	0.004817	0.003348
19750604	-0.008581	-0.001672	0.004323	-0.003122
19750605	0.006347	0.001350	0.003765	0.000972
19750606	-0.020642	-0.000956	0.002924	-0.002266
19750609	-0.007026	-0.012261	-0.003445	-0.013733
19750610	-0.002358	-0.008267	-0.005811	-0.008442
19750611	-0.005910	0.001587	0.001652	0.001216
19750612	-0.008323	-0.004872	-0.002151	-0.005191
19750613	-0.011391	0.005080	0.003395	0.004885
19750616	0.010309	0.009660	0.004100	0.010384
19750617	-0.022809	-0.008070	-0.003367	-0.009622
19750618	0.003686	-0.001577	-0.001035	-0.002098
19750619	0.020196	0.017545	0.008632	0.018033
19750620	-0.009598	0.006787	0.008126	0.006412
19750623	0.032102	0.010410	0.006658	0.010906
19750624	-0.007042	0.006578	0.005640	0.006088
19750625	-0.004728	0.004446	0.005914	0.004565
19750626	-0.005938	0.002300	0.005251	0.002008
19750627	-0.001195	0.000361	0.005055	0.000000
19750630	0.000000	0.004664	0.007526	0.004008
19750701	-0.002392	-0.003705	0.000164	-0.003572
19750702	-0.007794	-0.007675	-0.005013	-0.007064
19750703	-0.001813	0.003485	0.006536	0.001911
19750707	-0.012107	-0.007914	-0.002575	-0.008690
19750708	0.010417	-0.001491	-0.000791	-0.001604
19750709	0.016374	
